"Date","Ring","Live_g_C_m2","Dead_g_C_m2","Total_g_C_m2"
2015-02-02,1,33.363758283596,34.772984216404,68.1367425
2015-02-02,2,53.2791119118159,55.4252080881841,108.70432
2015-02-02,3,73.8776391638754,42.2980343361246,116.1756735
2015-02-02,4,102.000199503607,104.077780496393,206.07798
2015-02-02,5,47.6229638607457,32.6842216392543,80.3071855
2015-02-02,6,147.630994873081,101.203664626919,248.8346595
2015-03-22,1,56.5751461435427,61.5698338564573,118.14498
2015-03-22,2,56.5802482950463,75.6032362049537,132.1834845
2015-03-22,3,77.3832885705227,46.3633114294773,123.7466
2015-03-22,4,70.6166622772414,85.7191102227586,156.3357725
2015-03-22,5,51.0537739703884,40.6529350296116,91.706709
2015-03-22,6,71.7410496916314,56.6460598083686,128.3871095
2015-05-26,1,56.4624969599853,64.1670480400147,120.629545
2015-05-26,2,49.9543804878286,86.5487535121714,136.503134
2015-05-26,3,75.998667222271,47.624601777729,123.623269
2015-05-26,4,69.5653716717899,100.75509332821,170.320465
2015-05-26,5,44.8270648829487,41.3118796170513,86.1389445
2015-05-26,6,95.1256219223347,86.3133095776653,181.4389315
2015-08-20,1,58.8293187175109,72.8920262824891,131.721345
2015-08-20,2,38.7929425891237,86.0983634108763,124.891306
2015-08-20,3,85.9981636016859,56.4959368983141,142.4941005
2015-08-20,4,56.1252517137684,100.678119286232,156.803371
2015-08-20,5,43.9257814456661,45.8744295543339,89.800211
2015-08-20,6,87.5800567498466,89.1758632501534,176.75592
2015-09-23,1,55.8931845392471,72.3108609607529,128.2040455
2015-09-23,2,41.8900188107013,90.1073261892987,131.997345
2015-09-23,3,73.3611611533954,48.3277958466046,121.688957
2015-09-23,4,50.0705889018674,92.7066185981326,142.7772075
2015-09-23,5,33.3103565798534,34.0923704201466,67.402727
2015-09-23,6,90.6370724901986,90.2067790098014,180.8438515
2015-10-22,1,57.3323861297839,77.4653558702161,134.797742
2015-10-22,2,46.5964050951605,97.1768894048395,143.7732945
2015-10-22,3,78.5512402928435,51.8902672071565,130.4415075
2015-10-22,4,79.5313279158495,152.036827584151,231.5681555
2015-10-22,5,44.504860127068,44.638968372932,89.1438285
2015-10-22,6,85.0552394567412,82.7418155432588,167.797055
2015-12-02,1,92.9236584888221,131.165558011178,224.0892165
2015-12-02,2,96.8179375780078,195.826823921992,292.6447615
2015-12-02,3,108.820554084181,72.0850464158189,180.9056005
2015-12-02,4,121.069721371544,239.039127128456,360.1088485
2015-12-02,5,105.756482542484,103.954373457516,209.710856
2015-12-02,6,131.098894131305,124.655243868695,255.754138
2016-01-12,1,67.3212329185314,99.3057310814686,166.626964
2016-01-12,2,68.9903773836411,135.377636116359,204.3680135
2016-01-12,3,125.351752681662,83.2655538183378,208.6173065
2016-01-12,4,88.4798768661556,180.489015133844,268.968892
2016-01-12,5,66.5252754357707,64.0840550642293,130.6093305
2016-01-12,6,124.642747989255,115.840490010745,240.483238
2016-02-16,1,49.003075371238,93.302927628762,142.306003
2016-02-16,2,57.5296627158945,117.530227784105,175.0598905
2016-02-16,3,104.406972149904,83.254389350096,187.6613615
2016-02-16,4,58.133638083047,117.183559916953,175.317198
2016-02-16,5,63.39514889812,70.25217260188,133.6473215
2016-02-16,6,107.654580439059,113.577390560941,221.231971
2016-03-15,1,36.7384578442856,87.6614836557144,124.3999415
2016-03-15,2,48.9197210374558,107.405074462544,156.3247955
2016-03-15,3,122.436330986318,116.459045513682,238.8953765
2016-03-15,4,72.5568483412069,139.929162658793,212.486011
2016-03-15,5,96.1080075431518,125.186664456848,221.294672
2016-03-15,6,102.100409725457,125.181814274543,227.282224
2016-04-27,1,29.8388606781193,91.3092333218807,121.148094
2016-04-27,2,42.347836584946,100.120251415054,142.468088
2016-04-27,3,97.9132403672119,111.007502632788,208.920743
2016-04-27,4,66.722606926752,123.185385073248,189.907992
2016-04-27,5,77.8172772941855,119.562760205814,197.3800375
2016-04-27,6,84.7235432791947,120.999994220805,205.7235375
2016-06-01,1,20.5721904445564,83.7090500554436,104.2812405
2016-06-01,2,33.6322706577065,85.8207348422935,119.4530055
2016-06-01,3,60.2907174201517,81.6319055798482,141.922623
2016-06-01,4,53.8841606909919,95.2897578090081,149.1739185
2016-06-01,5,44.0167291727575,80.2529763272425,124.2697055
2016-06-01,6,66.2980361005585,110.760643399442,177.0586795
2016-08-14,1,24.3561679280536,93.1592610719464,117.515429
2016-08-14,2,39.0367545174057,87.3921899825943,126.4289445
2016-08-14,3,68.6781685284621,99.6269004715379,168.305069
2016-08-14,4,59.6373056053198,91.4862258946801,151.1235315
2016-08-14,5,44.9787564989104,83.1635000010896,128.1422565
2016-08-14,6,63.8943294246892,113.085291575311,176.979621
